Date,1_m_returns_AAPL,1_m_returns_MSFT,inflation_change
1974-10-31,,,-0.0029870401311204997
1974-11-30,,,0.04017046735828789
1974-12-31,,,0.046452614210193754
1975-01-31,,,0.011163462936672586
1975-02-28,,,0.01374325449919156
1975-03-31,,,-0.01785000720269636
1975-04-30,,,0.010762535575412624
1975-05-31,,,-0.06594266153305894
1975-06-30,,,-0.045205699730345605
1975-07-31,,,-0.0637920168528886
1975-08-31,,,-0.08670053217870399
1975-09-30,,,-0.04485900206989746
1975-10-31,,,-0.04821752728463857
1975-11-30,,,-0.0020503797448070404
1975-12-31,,,-0.05038585369637849
1976-01-31,,,0.0007616316165486303
1976-02-29,,,-0.04126568481506743
1976-03-31,,,-0.005269097441676918
1976-04-30,,,-0.06644387801300022
1976-05-31,,,0.017295007220665015
1976-06-30,,,-0.013619240116719444
1976-07-31,,,0.031665875480539896
1976-08-31,,,0.037233449017260556
1976-09-30,,,-0.035408654895780045
1976-10-31,,,-0.030147212508050414
1976-11-30,,,-0.03869299511664093
1976-12-31,,,-0.06284588801065139
1977-01-31,,,-0.023846561275647216
1977-02-28,,,0.0005630660766922091
1977-03-31,,,0.008356188558170885
1977-04-30,,,0.0782854422107031
1977-05-31,,,0.02437230208448926
1977-06-30,,,0.026579855870709546
1977-07-31,,,-0.005645274274140966
1977-08-31,,,-0.007045137245893618
1977-09-30,,,0.005973824141219275
1977-10-31,,,0.011152297180707649
1977-11-30,,,0.007101229709602919
1977-12-31,,,0.05207422807468065
1978-01-31,,,0.001085698531853474
1978-02-28,,,-0.004198629078616678
1978-03-31,,,0.012609625073006558
1978-04-30,,,-0.002663002788553026
1978-05-31,,,0.030980564005002043
1978-06-30,,,0.004667067584323448
1978-07-31,,,0.030429668107849306
1978-08-31,,,0.033332677824779555
1978-09-30,,,0.04886551991546906
1978-10-31,,,0.05367414360209133
1978-11-30,,,0.019372528965436953
1978-12-31,,,-0.016665229588259223
1979-01-31,,,0.0013804076646268815
1979-02-28,,,0.055216261395419464
1979-03-31,,,0.010843690418126384
1979-04-30,,,0.025199451369223747
1979-05-31,,,0.016475835560907814
1979-06-30,,,0.018527049342672575
1979-07-31,,,0.0229009811543206
1979-08-31,,,0.041069666108976666
1979-09-30,,,0.0043861177707194
1979-10-31,,,0.02490605774064969
1979-11-30,,,0.05945520409917893
1979-12-31,,,0.06771411450908049
1980-01-31,,,0.05776176211741779
1980-02-29,,,0.009633220387306629
1980-03-31,,,0.05383838664295215
1980-04-30,,,0.029552567853391443
1980-05-31,,,0.02440276750128567
1980-06-30,,,0.0435912663431588
1980-07-31,,,-0.10401541395043756
1980-08-31,,,-0.061206084620268664
1980-09-30,,,-0.013611847608107519
1980-10-31,,,-0.00027230756082619045
1980-11-30,,,-0.016324049509835126
1980-12-31,,,-0.014401021161636107
1981-01-31,,,-0.052592682278018055
1981-02-28,,,-0.0656367762392891
1981-03-31,,,-0.08103194823251081
1981-04-30,,,-0.058990667060560886
1981-05-31,,,-0.01106378980090994
1981-06-30,,,-0.04071503236295859
1981-07-31,,,0.21993333063572718
1981-08-31,,,0.05165508207007474
1981-09-30,,,0.03470941737432254
1981-10-31,,,-0.07872390668180962
1981-11-30,,,-0.06587963812024866
1981-12-31,,,-0.06349689972163486
1982-01-31,,,-0.03915954250932052
1982-02-28,,,0.007390260430605089
1982-03-31,,,-0.06807224072037665
1982-04-30,,,0.021449399670216085
1982-05-31,,,-0.0031031297528532065
1982-06-30,,,-0.01929863611718019
1982-07-31,,,-0.11137904444211699
1982-08-31,,,-0.07101825367351067
1982-09-30,,,-0.18413288812435757
1982-10-31,,,-0.0001036367482258882
1982-11-30,,,-0.11279834535078037
1982-12-31,,,-0.19906140049786636
1983-01-31,,,0.04142577117645496
1983-02-28,,,-0.015456942674771046
1983-03-31,,,0.05282462648652997
1983-04-30,,,-0.08691304792001298
1983-05-31,,,-0.21549881399314963
1983-06-30,,,-0.21392649931254293
1983-07-31,,,-0.0821475048863608
1983-08-31,,,-0.03251692584604837
1983-09-30,,,0.17253690336920258
1983-10-31,,,0.05525448106118014
1983-11-30,,,0.23228795881290543
1983-12-31,,,0.274258109361605
1984-01-31,,,0.0034616304861396774
1984-02-29,,,0.008552994103773859
1984-03-31,,,0.028737777468126335
1984-04-30,,,-0.0014328878176278481
1984-05-31,,,0.013338222260067756
1984-06-30,,,0.016847585594624848
1984-07-31,,,0.02273521733856909
1984-08-31,,,0.027924407594333456
1984-09-30,,,0.020832134640120792
1984-10-31,,,-0.00706265643795112
1984-11-30,,,-0.026509428494934317
1984-12-31,,,0.01685529649435047
1985-01-31,,,-0.0636457610503729
1985-02-28,,,0.030901564653132763
1985-03-31,,,0.018576361230735472
1985-04-30,,,-0.04192104867977853
1985-05-31,,,0.05932313749520879
1985-06-30,,,0.0036543299523441597
1985-07-31,,,-0.02144006377286256
1985-08-31,,,-0.0006099680877483804
1985-09-30,,,-0.03228102735746319
1985-10-31,,,0.022022081485674416
1985-11-30,,,0.05269894288602228
1985-12-31,,,-0.023168607720857826
1986-01-31,,,0.05294208641150355
1986-02-28,,,-0.032512597597574855
1986-03-31,,,0.020202681602230488
1986-04-30,,,0.026895331915619325
1986-05-31,,,-0.06127977167104304
1986-06-30,,,0.00044352797311364434
1986-07-31,,,-0.013220466838131828
1986-08-31,,,-0.02761286454787404
1986-09-30,,,0.0257165685183538
1986-10-31,,,-0.013307044045572924
1986-11-30,,,-0.06278796891807803
1986-12-31,,,0.01743281970341415
1987-01-31,,,-0.03497394391753672
1987-02-28,,,-0.008988713023151296
1987-03-31,,,-0.039470908371781466
1987-04-30,,,0.022260403078288915
1987-05-31,,,0.013339251504826066
1987-06-30,,,-0.05452696515933231
1987-07-31,,,-0.0022011335272728028
1987-08-31,,,0.027348990123339023
1987-09-30,,,0.0030002304808303126
1987-10-31,,,0.011855892998345219
1987-11-30,,,-0.0062809454142929155
1987-12-31,,,-0.008745988757447365
1988-01-31,,,0.018986366254483356
1988-02-29,,,0.0005475346205157106
1988-03-31,,,0.014925490715732348
1988-04-30,,,-0.014628153242165043
1988-05-31,,,0.01295219371222256
1988-06-30,,,0.05424869019597489
1988-07-31,,,0.005938519992384261
1988-08-31,,,-0.005661381211288785
1988-09-30,,,0.010043150576417359
1988-10-31,,,-0.02400090689307155
1988-11-30,,,0.02930099085249327
1988-12-31,,,0.009937298640293912
1989-01-31,,,-0.008733385183744113
1989-02-28,,,0.007441075573753286
1989-03-31,,,-0.0069233868820901545
1989-04-30,,,-0.027771664674376306
1989-05-31,,,0.026904898647049924
1989-06-30,,,0.0004976547384401009
1989-07-31,,,0.03133741025615633
1989-08-31,,,-0.008103881283279435
1989-09-30,,,-0.03795878167011779
1989-10-31,,,0.02848935080749615
1989-11-30,,,-0.001116933251688379
1989-12-31,,,0.006552810629756101
1990-01-31,,,0.01592499923440771
1990-02-28,,,0.0023748754086223567
1990-03-31,,,0.05571168687275785
1990-04-30,,,0.016461563628296316
1990-05-31,,,-0.020893165012596193
1990-06-30,,,0.03947663952180136
1990-07-31,,,0.02716747206485337
1990-08-31,,,0.057945923957847256
1990-09-30,,,0.016121516552369153
1990-10-31,,,-0.022233750050907664
1990-11-30,,,-0.019901327800053492
1990-12-31,,,-0.005633557710996051
1991-01-31,,,0.029056035317356343
1991-02-28,,,0.008093902056405478
1991-03-31,,,-0.06619762355726166
1991-04-30,,,-0.03619178764655884
1991-05-31,,,-0.010180612146260759
1991-06-30,,,-0.0551067350445813
1991-07-31,,,-0.044834665061941115
1991-08-31,,,-0.06795841171472516
1991-09-30,,,0.01149537869218098
1991-10-31,,,-0.034792282195384994
1991-11-30,,,0.01414914766817943
1991-12-31,,,-0.0006230130754265595
1992-01-31,,,-0.06778493441307565
1992-02-29,,,-0.047021017879766314
1992-03-31,,,0.029540685699258162
1992-04-30,,,0.02278623488694942
1992-05-31,,,-0.034435104477595346
1992-06-30,,,-0.016865778428132305
1992-07-31,,,-0.023527579187356484
1992-08-31,,,-0.03747248729185859
1992-09-30,,,-0.07686689648256229
1992-10-31,,,0.08559465378581188
1992-11-30,,,-0.001772554008831695
1992-12-31,,,-0.04166095865885233
1993-01-31,,,0.01443035199094389
1993-02-28,,,0.009465524703661465
1993-03-31,,,-0.06385035954204654
1993-04-30,,,0.020936029509753373
1993-05-31,,,0.03774673464507816
1993-06-30,,,0.010357481239181121
1993-07-31,,,-0.04110305199290165
1993-08-31,,,0.025183667995142045
1993-09-30,,,0.038067865225710706
1993-10-31,,,-0.05975384127653294
1993-11-30,,,0.0033695492744039157
1993-12-31,,,0.0326512725445236
1994-01-31,,,-0.04867329639218554
1994-02-28,,,0.011896725252168228
1994-03-31,,,0.0451505133791783
1994-04-30,,,-0.06043256978336664
1994-05-31,,,-0.038416633149296775
1994-06-30,,,-0.009547071159656029
1994-07-31,,,0.012251911091082812
1994-08-31,,,0.02252215162258464
1994-09-30,,,-0.015856357893774042
1994-10-31,,,-0.027661206019450546
1994-11-30,,,-0.011371398440100378
1994-12-31,,,-0.072511234287858
1995-01-31,,,0.08366662957861526
1995-02-28,,,-0.006392949772493162
1995-03-31,,,0.013885935918542147
1995-04-30,,,0.04394768921197634
1995-05-31,,,0.014700487403327411
1995-06-30,,,-0.006858129693910087
1995-07-31,,,0.016404815604946554
1995-08-31,,,-0.04393567341649596
1995-09-30,,,0.03506840154392399
1995-10-31,,,0.03354077665484523
1995-11-30,,,-0.024293473007945265
1995-12-31,,,-3.880607308259787e-05
1996-01-31,,,-0.0304022505854894
1996-02-29,,,-0.00522991224347491
1996-03-31,,,-0.03847782668709476
1996-04-30,,,-0.04138549789520296
1996-05-31,,,0.014308583704425226
1996-06-30,,,0.0013165078318637669
1996-07-31,,,0.011677399039322411
1996-08-31,,,-0.0012788159771683905
1996-09-30,,,-0.006610433109114244
1996-10-31,,,-0.03896339413291072
1996-11-30,,,0.012449664165792296
1996-12-31,,,0.025510603130503462
1997-01-31,,,-0.047116144764526746
1997-02-28,,,-0.03775225760654344
1997-03-31,,,0.018606182344756972
1997-04-30,,,0.019726805397015212
1997-05-31,,,-0.01398775155915688
1997-06-30,,,-0.014548638169336714
1997-07-31,,,-0.02694283181821544
1997-08-31,,,-0.035813924450874945
1997-09-30,,,-0.04102487509289843
1997-10-31,,,0.02911675964063476
1997-11-30,,,-0.026850928558397213
1997-12-31,,,0.028625666107437553
1998-01-31,,,0.019699295545181794
1998-02-28,,,0.006873664160939041
1998-03-31,,,-0.007151370298990933
1998-04-30,,,-0.011902244966890962
1998-05-31,,,-0.011045574244335277
1998-06-30,,,-0.00426125665671806
1998-07-31,,,0.0012043175950615659
1998-08-31,,,0.01177189253477473
1998-09-30,,,-0.01509659288357712
1998-10-31,,,-0.02280519424755112
1998-11-30,,,-0.004526382247417415
1998-12-31,,,-0.033982931045209
1999-01-31,,,-0.022440923725799644
1999-02-28,,,-0.028064936830603182
1999-03-31,,,-0.033989225613647034
1999-04-30,,,-0.004878197029104192
1999-05-31,,,-0.032908588551472384
1999-06-30,,,-0.03857024368904183
1999-07-31,,,0.019746273905163703
1999-08-31,,,-0.007723300731735994
1999-09-30,,,-0.011501122520632734
1999-10-31,,,-0.010202120395258585
1999-11-30,,,0.04791180804246631
1999-12-31,,,0.009324333824839437
2000-01-31,,,0.07734444481347391
2000-02-29,,,0.018711900866573927
2000-03-31,,,0.043739106203249056
2000-04-30,,,-0.02981815223860651
2000-05-31,,,0.06201460295138839
2000-06-30,,,0.05582833427198053
2000-07-31,,,0.004248763275997103
2000-08-31,,,0.05965712853441052
2000-09-30,,,0.007744490259905312
2000-10-31,,,0.007890353120829863
2000-11-30,,,-0.01705376923711821
2000-12-31,,,0.035518762989326325
2001-01-31,,,-0.03150006611511302
2001-02-28,,,0.035183298893717074
2001-03-31,,,-0.005992465119463386
2001-04-30,,,0.043629633280956925
2001-05-31,,,-0.005532636798666668
2001-06-30,,,0.041186918715293785
2001-07-31,,,0.002247065333299547
2001-08-31,,,0.013685968406492721
2001-09-30,,,0.04214178803602886
2001-10-31,,,0.028128399118729996
2001-11-30,,,0.0338492439580651
2001-12-31,,,-0.010293728565721416
2002-01-31,,,-0.0020920519697351647
2002-02-28,,,-0.008440565650296272
2002-03-31,,,-0.01671355624878801
2002-04-30,,,-0.0007663299197342432
2002-05-31,,,-0.003950000894448746
2002-06-30,,,-0.0609594302882972
2002-07-31,,,0.006790898086554753
2002-08-31,,,-0.03588282768116979
2002-09-30,,,-0.03813296595208471
2002-10-31,,,-0.029542001833076426
2002-11-30,,,-0.03842851374475087
2002-12-31,,,-0.011386095494777093
2003-01-31,,,-0.005015822852812435
2003-02-28,,,-0.029709962604732132
2003-03-31,,,-0.02837380639704401
2003-04-30,,,-0.06435788915042562
2003-05-31,,,-0.04569747565161286
2003-06-30,,,-0.03287924166206291
2003-07-31,,,-0.014803043909064728
2003-08-31,,,-0.032730205361506504
2003-09-30,,,0.008826666703784625
2003-10-31,,,-0.010867810538602751
2003-11-30,,,-0.05799325887939688
2003-12-31,,,-0.028721749139665298
2004-01-31,,,-0.009124047714998751
2004-02-29,,,0.0447960907020315
2004-03-31,,,0.04388959711990781
2004-04-30,,,0.05704781462328712
2004-05-31,,,-0.008572955087075229
2004-06-30,,,0.06379800521580248
2004-07-31,,,-0.04884272899405384
2004-08-31,,,-0.0023618656698877194
2004-09-30,,,-0.007890487097891197
2004-10-31,,,-0.0011590917237177534
2004-11-30,,,0.02891627226618909
2004-12-31,,,0.004530043417093843
2005-01-31,,,0.0020171965134789804
2005-02-28,,,-0.012859293600758104
2005-03-31,,,-0.017766303694453978
2005-04-30,,,-0.0030451333703197525
2005-05-31,,,0.05308362573073211
2005-06-30,,,-0.06777954066504388
2005-07-31,,,0.04635446333377158
2005-08-31,,,-0.015601261640315722
2005-09-30,,,0.0308888144473336
2005-10-31,,,-0.0035658500228238355
2005-11-30,,,0.0460237130416552
2005-12-31,,,0.015724700824071736
2006-01-31,,,-0.007399792614174006
2006-02-28,,,0.019683280868580733
2006-03-31,,,0.03305778162152451
2006-04-30,,,0.03880677919769315
2006-05-31,,,0.03854385879661648
2006-06-30,,,0.09029565873382084
2006-07-31,,,0.019774639815877126
2006-08-31,,,0.04231339831483183
2006-09-30,,,-0.003989874222841139
2006-10-31,,,0.024606383303804824
2006-11-30,,,-0.04404059929981052
2006-12-31,,,-0.008070667364477702
2007-01-31,,,0.006686350653101858
2007-02-28,,,0.005003293234300266
2007-03-31,,,-0.01666651863262225
2007-04-30,,,-0.04594456315841089
2007-05-31,,,-0.06196725912225509
2007-06-30,,,-0.05496541524238163
2007-07-31,,,-0.036766786918786654
2007-08-31,,,-0.026197847244826655
2007-09-30,,,0.006440806713175817
2007-10-31,,,0.00793089947769765
2007-11-30,,,0.062068473426140525
2007-12-31,,,0.023750410459450366
2008-01-31,,,0.013013955189434157
2008-02-29,,,-0.04729673417173308
2008-03-31,,,0.027203257163245453
2008-04-30,,,0.013594902692464661
2008-05-31,,,0.02477999490002758
2008-06-30,,,0.05044247439083471
2008-07-31,,,0.026099114123679268
2008-08-31,,,0.023338617055483013
2008-09-30,,,-0.002965497206050993
2008-10-31,,,-0.04864389547044912
2008-11-30,,,-0.04965825557548342
2008-12-31,,,-0.058548104660219424
2009-01-31,,,-0.030037020363686162
2009-02-28,,,0.0026005776870827724
2009-03-31,,,-0.041245275449643404
2009-04-30,,,-0.031909984038239414
2009-05-31,,,-0.03648395661875814
2009-06-30,,,-0.08608967748035778
2009-07-31,,,-0.08077281583859597
2009-08-31,,,-0.08018219967207829
2009-09-30,,,-0.08776145430372662
2009-10-31,,,-0.058423579058749286
2009-11-30,,,-0.09782189527975704
2009-12-31,,,-0.03142991651543181
2010-01-31,,,-0.11223370173077296
2010-02-28,,,-0.10427379044794682
2010-03-31,,,-0.11746302985456059
2010-04-30,,,-0.06060427287924908
2010-05-31,,,-0.08754297439766834
2010-06-30,,,-0.019272988092806975
2010-07-31,,,-0.04362666573437679
2010-08-31,,,-0.07116905304416021
2010-09-30,,,-0.039425086215652994
2010-10-31,,,0.012752374905572461
2010-11-30,,,0.22454971811646107
2010-12-31,,,0.0090794817825528
2011-01-31,,,0.1483097673866589
2011-02-28,,,0.17173440704942733
2011-03-31,,,0.05559258169183301
2011-04-30,,,0.025698067411769054
2011-05-31,,,0.03782879380646875
2011-06-30,,,0.030150173675381975
2011-07-31,,,0.09620928165694198
2011-08-31,,,0.16426637714672476
2011-09-30,,,0.04243140237440968
2011-10-31,,,0.06641185235098157
2011-11-30,,,-0.0002233305226370108
2011-12-31,,,0.11422039691974772
2012-01-31,,,0.03338405674502387
2012-02-29,,,-0.04602690229876627
2012-03-31,,,0.05293391135272407
2012-04-30,,,0.0325028417669313
2012-05-31,,,-0.001639294897882837
2012-06-30,,,0.023180664682389995
2012-07-31,,,0.009626039616298376
2012-08-31,,,-0.039553121263236846
2012-09-30,,,0.022193204272547673
2012-10-31,,,-0.005735263171887106
2012-11-30,,,-0.004923578930671635
2012-12-31,,,-0.04032225375410847
2013-01-31,,,-0.01954889287641426
2013-02-28,,,0.037633323410465325
2013-03-31,,,-0.021812926631409546
2013-04-30,,,-0.07852839613090223
2013-05-31,,,-0.014080439693518687
2013-06-30,,,-0.016273605704423155
2013-07-31,,,-0.00467010948503932
2013-08-31,,,0.024902776720452602
2013-09-30,,,-0.012313357691533189
2013-10-31,,,-0.011390182739691945
2013-11-30,,,0.012998888947221232
2013-12-31,,,-0.009828325567448837
2014-01-31,,,-0.026935800356551964
2014-02-28,,,-0.017969816854963683
2014-03-31,,,0.018019745093348805
2014-04-30,,,0.11215216490204205
2014-05-31,0.06500235515779518,0.04813108038914371,0.05025067580776055
2014-06-30,0.02742149491375523,0.018563751831949693,0.0071472955810480965
2014-07-31,0.028842014636245805,0.03501199040767311,-0.020723620960982236
2014-08-31,0.07238493723849304,0.05259499536607959,-0.06638742726916169
2014-09-30,-0.01716738197424883,0.020471054369359365,-0.004516040442732239
2014-10-31,0.07185391028185761,0.012726488352027943,0.02630180958583117
2014-11-30,0.10111111111111093,0.01831735889243835,-0.0011571535421840418
2014-12-31,-0.07164480322906153,-0.028445931813427805,-0.01896859010367924
2015-01-31,0.06123188405797131,-0.13024757804090425,0.007719151184004236
2015-02-28,0.09662000682826899,0.08539603960396125,-0.0019470087762127886
2015-03-31,-0.031444582814445954,-0.07286202964652233,0.008663550174725865
2015-04-30,0.005785920925747368,0.19640880580494424,0.03221944445282143
2015-05-31,0.04090763822307397,-0.036595394736842146,0.0013882193688494748
2015-06-30,-0.03715075222597475,-0.05783183952198023,0.02293683484224407
2015-07-31,-0.03284438775510179,0.057757644394110574,0.012712170561649527
2015-08-31,-0.0705572040883613,-0.06809421841541752,0.018179983337049288
2015-09-30,-0.021638879035119296,0.017003676470587648,0.04579046628560568
2015-10-31,0.08339376359680961,0.1893357433348397,0.02951507051243607
2015-11-30,-0.010040160642570517,0.03248480243161089,0.025319290325122035
2015-12-31,-0.11020960108181199,0.02079116835326511,0.017903429555776063
2016-01-31,-0.0752279635258356,-0.007029560201874618,0.009592627190925684
2016-02-29,-0.0069843878389480585,-0.07642040297694708,0.03144161090407138
2016-03-31,0.12743069921390116,0.08549528301886822,-0.004743026010409546
2016-04-30,-0.13981651376146764,-0.09704870541372423,0.002064749858879722
2016-05-31,0.06527303754266178,0.06276318427912586,0.013529112003887178
2016-06-30,-0.0428514217060475,-0.034528301886792345,-0.0007986193123220575
2016-07-31,0.08995815899581627,0.10768028141489139,0.0023505741275355874
2016-08-31,0.018426103646832948,0.013761467889907397,0.05708626255275506
2016-09-30,0.06520919713531903,0.002436477549599525,-0.03370261605015856
2016-10-31,0.00460014154281696,0.04027777777777719,-0.0466820507017871
2016-11-30,-0.026769989432898655,0.005674232309745841,0.006512491867378012
2016-12-31,0.048136083966703325,0.03119814138732191,0.02649208040772444
2017-01-31,0.047651933701657656,0.0403926617315733,0.025704312791698936
2017-02-28,0.1288727752142389,-0.010363495746326334,0.004837203058068784
2017-03-31,0.048759124087590866,0.029384182557048444,-0.08555989981107615
2017-04-30,-0.00027839643652527446,0.03947767992711815,-0.08245717573687117
2017-05-31,0.06349206349206327,0.020157756354075573,-0.042957106409169166
2017-06-30,-0.05708300602251848,-0.013029782359679443,-0.008190653167784778
2017-07-31,0.032490974729241895,0.054693166980995134,0.004555845152157678
2017-08-31,0.10274341043571833,0.0284731774415401,-0.026611601494903048
2017-09-30,-0.06024390243902389,-0.0037448174401496503,0.007858617178309713
2017-10-31,0.09680768232546022,0.1166599543562894,0.04123022692475797
2017-11-30,0.016564126833885418,0.011901899495071255,-0.035717615096751865
2017-12-31,-0.01513035381750416,0.016276583105619746,0.008278395639971903
2018-01-31,-0.010635783502717433,0.11070844049567441,0.019193873377209236
2018-02-28,0.0637840420449114,-0.013051257762340951,-0.016091217861705975
2018-03-31,-0.05793846844823669,-0.026660978991148387,0.11484333529116131
2018-04-30,-0.01501787842669855,0.02465213103977293,0.05267044794406228
2018-05-31,0.1306873184898354,0.05688622754491046,0.02071767769361932
2018-06-30,-0.009417808219177592,-0.0023269931201936878,0.0034149728768186893
2018-07-31,0.027873811581675678,0.07575296623060557,-0.012987985016636672
2018-08-31,0.19634223249947413,0.05891779788838569,-0.03426695670436908
2018-09-30,-0.0082586540151115,0.018160776284163127,0.012513345636465
2018-10-31,-0.03047484053862548,-0.06610125032788361,-0.01934523024051904
2018-11-30,-0.184027777777778,0.03819867053646675,0.025331686013292165
2018-12-31,-0.11668533034714479,-0.08404725403553093,-0.00817511421738959
2019-01-31,0.05502028397565972,0.0281579206458602,-0.033026582410929595
2019-02-28,0.04037490987743331,0.07277602221583801,0.0003743072789081925
2019-03-31,0.09702009702009717,0.05275372668035372,-0.00799556218309938
2019-04-30,0.056432933249105366,0.10734271663557737,0.01520060281398039
2019-05-31,-0.1275662746661348,-0.05298621745788645,-0.013319274331497377
2019-06-30,0.1304546493031744,0.08311772315653321,0.013424524429847429
2019-07-31,0.07639450282942573,0.017243953418930813,0.034826592192500394
2019-08-31,-0.020090123920390446,0.011668012034930175,0.062390874029604415
2019-09-30,0.07281088331097973,0.008486870738430019,-0.002837593398413496
2019-10-31,0.11073405965350935,0.031216284255196847,0.047527692271326805
2019-11-30,0.07428847081524292,0.055869428750785044,0.00888958929915451
2019-12-31,0.09878760664571162,0.04174924032236804,-0.007002832951121252
2020-01-31,0.054079825636834,0.07945466074825625,0.01375967309559778
2020-02-29,-0.11682605324373241,-0.048287610879398035,0.0034463555426227366
2020-03-31,-0.0697980684811238,-0.02654157150793157,-0.06912179239248883
2020-04-30,0.15541922290388532,0.1363261682835586,-0.1639061242951898
2020-05-31,0.08223281143635042,0.022543384855755022,-0.07579555669352378
2020-06-30,0.1473141275632157,0.11055934515688959,-0.01022570427080538
2020-07-31,0.16513157894736863,0.007370645177141588,0.14433541471871214
2020-08-31,0.21437982307547498,0.1000926784059315,-0.029866526862296405
2020-09-30,-0.1025263484190948,-0.0673967986520645,-0.10521930516201128
2020-10-31,-0.06001208876608277,-0.03736984738268445,-0.11764985105664194
2020-11-30,0.09360646702186215,0.05729243838593412,-0.028455854536963643
2020-12-31,0.11457370852582938,0.039005932638856766,-0.05708766940271515
2021-01-31,-0.005501544954405246,0.04289182627461541,-0.1250113233762591
2021-02-28,-0.08108517732646225,0.0018106570098290753,0.003251535625877766
2021-03-31,0.007339600857661388,0.014588174541699583,0.13325737319793363
2021-04-30,0.0762177650429805,0.0696017305000638,0.38749068995444524
2021-05-31,-0.05210710482275949,-0.00991355381076997,0.15996791879036465
2021-06-30,0.09910922076879847,0.08498878564562573,-0.0018261098592373681
2021-07-31,0.06498247663551449,0.05171650055370969,-0.0916867495783078
2021-08-31,0.04092965857671649,0.05956266891299,0.003796699685874927
2021-09-30,-0.06803661990384047,-0.06611898767722257,0.11929374610651022
2021-10-31,0.058657243816254034,0.1762911464245176,0.15204649242222867
2021-11-30,0.10347129506008046,-0.003105964658343785,0.0587776848281889
2021-12-31,0.0742286751361163,0.01733264769049292,0.08544007255406383
2022-01-31,-0.01571211353269153,-0.07534490960989537,0.14727214969775426
2022-02-28,-0.05526948163405432,-0.03919866229339497,0.07938624606543732
2022-03-31,0.05747335271317833,0.03186184276582171,0.05935092460722413
2022-04-30,-0.09713074852528503,-0.09986701696344624,0.037401441090486376
2022-05-31,-0.05588328575959389,-0.020358893052752625,0.052517519906206234
2022-06-30,-0.08142972319269037,-0.05532055761945065,0.08995320920691552
2022-07-31,0.18863370392042178,0.0930966008643852,0.03602448330624708
2022-08-31,-0.03255184296350999,-0.06864002279689418,0.06449640744589713
2022-09-30,-0.12097697493957549,-0.10926683749569743,0.06665841078404222
2022-10-31,0.1095513748191026,-0.0033061399742378983,-0.005524717403875834
